,TITLE,LOCATION,PRICE,LAND AREA,ROAD ACCESS,FACING,FLOOR,BEDROOM,BATHROOM,BUILT YEAR,AMENITIES,CITY,LA_N,RA_N,BY_N,PRICE_N
3001,"House on sale at Narayanthan, Taulung","Taulung, Kathmandu",Rs. 3.8 Cr ,8.3 aana,12 Feet,East,2.5,5.0,4.0,2079 B.S,[], Kathmandu,8.3,12,2079,38000000.0
3003,House on sale at Kapan,"Kapan, Kathmandu",Rs. 2.75 Cr ,3 aana,15 Feet,West,2.5,5.0,4.0,2072 B.S,"['Garage', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'Washing Machine', 'TV Cable', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Power Backup Water', 'Water Supply', 'Power Backup', 'Internet', 'Kids Playground']", Kathmandu,3,15,2072,27500000.0
3005,House on sale at Greenland,"Dhapasi, Kathmandu",Rs. 4.75 Cr ,6.0 aana,13 Feet,West,2.5,4.0,4.0,2059 B.S,[], Kathmandu,6.0,13,2059,47500000.0
3006,House on sale at Grande Housing,"Dhapasi, Kathmandu",Rs. 2.8 Cr ,4.1 aana,13 Feet,South,2.5,5.0,3.0,2078 B.S,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Power Backup Water', 'Water Supply', 'Power Backup', 'Internet', 'Kids Playground']", Kathmandu,4.1,13,2078,28000000.0
3007,"Bungalow on rent/sale in Maharajgunj, near by American Emabssy","Maharajgunj, Kathmandu",Rs. 4.9 Cr ,4.0 aana,20 Feet,North,2.5,4.0,5.0,2078 B.S,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Power Backup Water', 'Water Supply', 'Power Backup', 'Internet', 'Kids Playground']", Kathmandu,4.0,20,2078,49000000.0
3008,House on sale at Tokha,"Tokha Saraswoti, Kathmandu",Rs. 1.35 Cr ,4.0 aana,12 Feet,North,2.5,5.0,4.0,2078 B.S,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Gym', 'Washing Machine', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Cafeteria', 'CCTV', 'Water Tank', 'Water Well', 'Power Backup Water', 'Water Supply', 'Power Backup', 'Internet', 'Kids Playground']", Kathmandu,4.0,12,2078,13500000.0
3010,Bungalow on sale in Dhapasi height,"Dhapasi, Kathmandu",Rs. 3.2 Cr ,3.0 aana,15 Feet,South West,3.0,5.0,6.0,2079 B.S,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'CCTV', 'Water Tank', 'Water Well', 'Power Backup Water', 'Water Supply', 'Power Backup', 'Internet', 'Kids Playground']", Kathmandu,3.0,15,2079,32000000.0
3012,"House on sale in Golfutar, Budhanilkantha","Golfutar, Kathmandu",Rs. 3.4 Cr ,4.0 aana,10 Feet,East,2.5,5.0,3.0,2079 B.S,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Power Backup Water', 'Water Supply', 'Power Backup', 'Internet', 'Kids Playground']", Kathmandu,4.0,10,2079,34000000.0
3013,Bungalow for sale at Baluwatar,"Baluwatar, Kathmandu",Rs. 2.25 Cr ,2.2 aana,12 Feet,East,3.0,6.0,6.0,2073 B.S,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Power Backup Water', 'Water Supply', 'Power Backup', 'Internet', 'Kids Playground']", Kathmandu,2.2,12,2073,22500000.0
3014,"House for sale in Greenland, Grande, Tokha","Grande Hospital, Kathmandu",Rs. 3.28 Cr ,4.1 aana,10 Feet,South West,2.5,6.0,5.0,2078 B.S,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Deck', 'Fencing', 'Modular Kitchen', 'Drainage', 'Wifi', 'Water Supply', 'Power Backup Water', 'Water Well', 'Water Tank', 'Power Backup', 'Internet']", Kathmandu,4.1,10,2078,32799999.999999996
3029,House on sale at Kapan Chunikhel,"Chunikhel, Kathmandu",Rs. 2.3 Cr ,3.2 aana,0 Feet,West,2.5,6.0,4.0,2079 B.S,"['Parking', 'Drainage', 'Water Supply', 'Power Backup Water', 'Water Tank']", Kathmandu,3.2,0,2079,23000000.0
3030,House on sale at sundarbasti,"Mandikatar, Kathmandu",Rs. 2.5 Cr ,4.0 aana,12 Feet,South,2.5,6.0,5.0,2078 B.S,"['Garage', 'Garden', 'Water Supply', 'Drainage', 'Store Room', 'Parking']", Kathmandu,4.0,12,2078,25000000.0
3031,House on sale at Dhapasi,"Dhapasi, Kathmandu",Rs. 4 Cr ,7.0 aana,13 Feet,West,2.5,5.0,3.0,2074 B.S,[], Kathmandu,7.0,13,2074,40000000.0
3034,House on sale at Sitapaila,"Sitapaila, Kathmandu",Rs. 5.5 Cr ,5.0 aana,24 Feet,North,2.5,7.0,5.0,2072 B.S,"['Water Supply', 'Drainage', 'Power Backup Water', 'Water Tank']", Kathmandu,5.0,24,2072,55000000.0
3035,House on sale near Grande Hospital,"Tokha Saraswoti, Kathmandu",Rs. 2.15 Cr ,4.0 aana,13 Feet,West,2.5,5.0,5.0,2071 B.S,"['Lawn', 'Balcony', 'Garden', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Drainage', 'Water Supply', 'Power Backup Water', 'Water Well', 'CCTV', 'Cafeteria', 'Power Backup', 'Intercom', 'Internet', 'Kids Playground', 'Lift', 'Maintenance', 'Parking', 'Security Staff', 'Store Room', 'Jacuzzi']", Kathmandu,4.0,13,2071,21500000.0
3041,"6BHK Beautiful Bungalow for Rent at Bansbari, (Near Thai Embassy) Kathmandu","Bansbari, Kathmandu",Rs. 2.5 Lac/m,3400 sq. ft,0 Feet,West,2.5,6.0,4.0,2072 B.S,"['Parking', 'Water Well', 'Water Tank', 'Water Supply', 'Drainage']", Kathmandu,3400,0,2072,2.5
3044,"House on sale at Hepali, Golfutar","Hepali Height, Kathmandu",Rs. 3.45 Cr ,4.1 aana,12 Feet,South,2.5,5.0,6.0,2076 B.S,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Power Backup Water', 'Water Tank', 'Water Well', 'Power Backup', 'Internet', 'Parking', 'Store Room']", Kathmandu,4.1,12,2076,34500000.0
3045,Bungalow on sale at Ganeshchowk,"Budhanilkantha, Kathmandu",Rs. 3.25 Cr ,5.2 aana,15 Feet,East,2.5,4.0,4.0,2072 B.S,"['Garage', 'Water Supply', 'Drainage']", Kathmandu,5.2,15,2072,32500000.0
3046,House on sale at Golfutar,"Golfutar, Kathmandu",Rs. 3.45 Cr ,4.0 aana,13 Feet,South,2.5,6.0,6.0,2076 B.S,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Power Backup Water', 'Water Tank', 'Water Well', 'Power Backup', 'Internet', 'Parking', 'Store Room']", Kathmandu,4.0,13,2076,34500000.0
3047,House on sale at Shankhamul,"Shankhamul, Kathmandu",Rs. 3.25 Cr ,5.0 aana,12 Feet,North East,3.5,6.0,6.0,2070 B.S,"['Garage', 'Modular Kitchen', 'Water Supply', 'Drainage']", Kathmandu,5.0,12,2070,32500000.0
3049,House on sale at Sano Bharyang,"Banasthali, Kathmandu",Rs. 2.95 Cr ,5.0 aana,14 Feet,West,2.5,6.0,6.0,2075 B.S,"['Balcony', 'Frontyard', 'Modular Kitchen', 'Drainage', 'Power Backup Water', 'Water Supply', 'Water Tank', 'Store Room', 'Parking']", Kathmandu,5.0,14,2075,29500000.0
3050,"House for sale at Kapan, Narayanchowk","Kapan, Kathmandu",Rs. 3.6 Cr ,6.0 kattha,16 Feet,West,2.5,4.0,3.0,2071 B.S,"['Balcony', 'Garage', 'Water Supply', 'Modular Kitchen', 'Drainage', 'Water Tank', 'Parking']", Kathmandu,6.0,16,2071,36000000.0
3051,House on sale Tokha,"Tokha Saraswoti, Kathmandu",Rs. 2.45 Cr ,3.5 aana,12 Feet,East,2.5,4.0,3.0,2076 B.S,"['Balcony', 'Garage', 'Parking']", Kathmandu,3.5,12,2076,24500000.0
3052,"House on sale at Mandikhatar, Kapan","Mandikatar, Kathmandu",Rs. 6.5 Cr ,8 aana,32 Feet,West,3.5,5.0,3.0,2076 B.S,"['Balcony', 'Garage', 'Drainage', 'Water Supply']", Kathmandu,8,32,2076,65000000.0
3053,House on sale at Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 6.75 Cr ,17.2 aana,13 Feet,West,2.5,5.0,6.0,2072 B.S,"['Garage', 'Air Condition', 'Balcony', 'Drainage', 'Washing Machine', 'Store Room', 'Parking']", Kathmandu,17.2,13,2072,67500000.0
3054,House for sale at Dhapasi,"Dhapasi, Kathmandu",Rs. 2.15 Cr ,3.0 aana,12 Feet,South,2.5,5.0,5.0,2075 B.S,"['Garage', 'Air Condition', 'Balcony', 'Frontyard', 'Garden', 'Modular Kitchen', 'Microwave', 'Water Supply', 'Power Backup Water', 'Drainage', 'Water Tank', 'Store Room', 'Parking', 'Security Staff']", Kathmandu,3.0,12,2075,21500000.0
3055,House on sale at Kapan-Paiyutar,"Paiyuntar, Kathmandu",Rs. 1.9 Cr ,3.0 aana,20-26 Feet,West,3.0,5.0,5.0,2077 B.S,[], Kathmandu,3.0,20-26,2077,19000000.0
3056,House on sale at Nakhipot,"Nakhipot, Lalitpur",Rs. 5.5 Cr ,13.0 aana,14 Feet,South,2.5,6.0,5.0,2079 B.S,[], Lalitpur,13.0,14,2079,55000000.0
3058,House on sale at Dhungedhara,"Banasthali, Kathmandu",Rs. 4.95 Cr ,6.0 aana,13 Feet,North,2.5,6.0,6.0,2079 B.S,"['Air Condition', 'Lawn', 'Balcony', 'Garden', 'Garage', 'Frontyard', 'Modular Kitchen', 'Washing Machine', 'Drainage', 'Water Supply', 'Power Backup Water', 'Kids Playground', 'Security Staff', 'Store Room', 'Parking']", Kathmandu,6.0,13,2079,49500000.0
3062,House on urgent sale at Chandragiri,"Thankot, Kathmandu",Rs. 1.8 Cr ,2.8 aana,13 Feet,South-East,2.5,6.0,4.0,2076 B.S,"['Balcony', 'Fencing', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Power Backup Water', 'Water Tank', 'Water Well', 'Power Backup', 'Internet', 'Parking', 'Store Room']", Kathmandu,2.8,13,2076,18000000.0
3064,"House for sale in Thankot, Chandragiri","Thankot, Kathmandu",Rs. 1.15 Cr ,2.2 aana,10 Feet,South,2.5,5.0,3.0,2072 B.S,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Power Backup Water', 'Water Tank', 'Water Well', 'Power Backup', 'Internet', 'Parking', 'Store Room']", Kathmandu,2.2,10,2072,11500000.0
3065,House for sale in Kalanki,"Kalanki, Kathmandu",Rs. 1.3 Cr ,2.3 aana,13 Feet,South East,2.0,4.0,3.0,2076 B.S,"['Air Condition', 'Balcony', 'Lawn', 'Wifi', 'Water Supply', 'CCTV', 'Internet', 'Security Staff', 'Cafeteria', 'Drainage']", Kathmandu,2.3,13,2076,13000000.0
3066,House for sale at Thankot,"Thankot, Kathmandu",Rs. 2.1 Cr ,5.0 aana,10 Feet,East,3.0,5.0,5.0,2070 B.S,"['Parking', 'Garage', 'Frontyard', 'Water Supply', 'Drainage', 'Power Backup Water', 'Water Tank']", Kathmandu,5.0,10,2070,21000000.0
3067,"House for sale in Matatirtha, Chandragiri","Thankot, Kathmandu",Rs. 1.35 Cr ,2.3 aana,11 Feet,North,2.5,4.0,3.0,2076 B.S,"['Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Power Backup Water', 'Water Tank', 'Water Well', 'Power Backup', 'Internet', 'Parking', 'Store Room']", Kathmandu,2.3,11,2076,13500000.0
3068,"House for sale in Matatirtha, Chandragiri","Thankot, Kathmandu",Rs. 1.75 Cr ,6.2 aana,11 Feet,South East,2.5,5.0,4.0,2075 B.S,"['Parking', 'Balcony', 'Water Well', 'Store Room', 'Frontyard', 'Garden', 'Water Supply', 'Power Backup Water', 'TV Cable']", Kathmandu,6.2,11,2075,17500000.0
3071,House on sale in Thankot,"Thankot, Kathmandu",Rs. 1.2 Cr ,3.0 aana,13 Feet,East,2.5,4.0,4.0,2073 B.S,[], Kathmandu,3.0,13,2073,12000000.0
3072,House on sale in Thankot,"Thankot, Kathmandu",Rs. 1.4 Cr ,3.2 aana,13 Feet,West,2.5,4.0,4.0,2073 B.S,"['Parking', 'Balcony', 'Garden', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Power Backup Water', 'Internet', 'Store Room', 'Wifi']", Kathmandu,3.2,13,2073,14000000.0
3075,House on urgent sale at Bansbari,"Bansbari, Kathmandu",Rs. 3.6 Cr ,6.0 aana,10 Feet,South,3.0,6.0,6.0,2070 B.S,"['Parking', 'Garage', 'Air Condition', 'Balcony', 'Deck', 'Fencing', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Power Backup Water', 'Water Well', 'Water Tank']", Kathmandu,6.0,10,2070,36000000.0
3081,Bungalow on rent at Chundevi,"Chandol, Kathmandu","Rs. 4,00,00,000 ",8.0 aana,20 Feet,East,2.0,4.0,2.0,2075 B.S,"['Backyard', 'Balcony', 'Fencing', 'Frontyard', 'Water Tank', 'Parking']", Kathmandu,8.0,20,2075,40000000.0
3082,Semi commercial house for sale at Boudha ,"Bouddha, Kathmandu",Rs. 8 Cr ,7.0 aana,13-20 Feet,North,4.0,7.0,3.0,2075 B.S,"['Balcony', 'Fencing', 'Frontyard', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Internet', 'Parking', 'Store Room']", Kathmandu,7.0,13-20,2075,80000000.0
3085,Bungalow on sale in Sitapaila Colony,"Sitapaila, Kathmandu",Rs. 2.65 Cr ,4.5 aana,20 Feet,East,2.5,5.0,4.0,2076 B.S,[], Kathmandu,4.5,20,2076,26500000.0
3086,"Semi-Bungalow on sale at Bansbari, Budhanilkantha","Bansbari, Kathmandu",Rs. 3.7 Cr ,6.0 aana,10/20 Feet,South East,2.5,5.0,5.0,2076 B.S,[], Kathmandu,6.0,10/20,2076,37000000.0
3088,House for rent at Chappalkarkhana,"Chappal karkhana, Kathmandu",Rs. 3.5 Cr,4.0 aana,10 Feet,South East,3.0,6.0,6.0,2068 B.S,"['Lawn', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Parking']", Kathmandu,4.0,10,2068,35000000.0
3090,"House on sale at Hepali, Golfutar","Hepali Height, Kathmandu",Rs. 4.3 Cr ,5.5 aana,16 Feet,North West,2.5,5.0,3.0,2070 B.S,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Power Backup', 'Parking', 'Store Room']", Kathmandu,5.5,16,2070,43000000.0
3091,House on sale at Hepali Height,"Dhapasi, Kathmandu",Rs. 2.2 Cr ,3.0 aana,26 Feet,South,2.5,3.0,4.0,2076 B.S,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Power Backup Water', 'Parking', 'Store Room']", Kathmandu,3.0,26,2076,22000000.0
3093,"Bungalow on sale at Sitapaila, Ramkot","Ramkot, Kathmandu",Rs. 2.3 Cr ,4.3 aana,15 Feet,South,2.0,4.0,4.0,2073 B.S,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Parking', 'Store Room']", Kathmandu,4.3,15,2073,23000000.0
3095,Semi-Bungalow on sale at Lainchaur,"Lainchaur, Kathmandu",Rs. 5.5 Cr ,6.2 aana,15 Feet,South,2.5,5.0,3.0,2075 B.S,"['Parking', 'Balcony', 'Drainage', 'Garden']", Kathmandu,6.2,15,2075,55000000.0
3096,Semi-Bungalow on sale at Naxal,"Naxal, Kathmandu",Rs. 7.6 Cr ,8.1 aana,15 Feet,South,3.0,6.0,6.0,2066 B.S,"['Parking', 'Balcony', 'Water Well', 'Water Tank', 'Drainage']", Kathmandu,8.1,15,2066,76000000.0
3098,Semi-Bungalow on sale at Naxal,"Naxal, Kathmandu",Rs. 3.8 Cr ,4.0 aana,15 Feet,South,2.5,6.0,5.0,2076 B.S,"['Parking', 'Balcony', 'Drainage', 'Garage', 'Frontyard', 'TV Cable', 'Wifi', 'Modular Kitchen', 'Water Well', 'Water Tank', 'Internet']", Kathmandu,4.0,15,2076,38000000.0
3099,"House on sale at Kalanki, Syuchatar","Syuchatar, Kathmandu",Rs. 3.2 Cr ,6.0 aana,13 Feet,East,2.5,4.0,4.0,2076 B.S,"['Parking', 'Balcony', 'Deck', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Supply', 'Power Backup Water', 'Water Tank', 'Power Backup', 'Internet']", Kathmandu,6.0,13,2076,32000000.0
3100,Bungalow on sale at Dhapasi,"Dhapasi, Kathmandu",Rs. 3.2 Cr ,3.0 aana,12 Feet,South,2.5,6.0,4.0,2076 B.S,"['Parking', 'Balcony', 'Drainage', 'Water Supply']", Kathmandu,3.0,12,2076,32000000.0
3107,"House on sale at Sanepa, Lalitpur","Sanepa, Lalitpur",Rs. 5.8 Cr ,5.1 aana,12-18 Feet,North,3.0,6.0,6.0,2074 B.S,"['Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Internet', 'Parking', 'Store Room']", Lalitpur,5.1,12-18,2074,58000000.0
3110,House for sale in Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 2.35 Cr ,3.1 aana,12 Feet,East,2.5,6.0,3.0,2070 B.S,"['Garage', 'Balcony', 'Garden', 'Water Supply', 'TV Cable', 'Lawn', 'Frontyard', 'Modular Kitchen', 'Backyard', 'Deck', 'Drainage', 'Wifi', 'Fencing']", Kathmandu,3.1,12,2070,23500000.0
3111,House on sale at Maitidevi,"Maitidevi, Kathmandu",Rs. 4.65 Cr ,3.5 aana,20 Feet,west,4.0,8.0,7.0,2070 B.S,"['Drainage', 'Water Supply', 'Parking']", Kathmandu,3.5,20,2070,46500000.0
3118,House on sale at Samakhusi,"Samakhusi, Kathmandu",Rs. 3.2 Cr ,4.0 aana,13 Feet,South,3.0,6.0,4.0,2057 B.S,"['Parking', 'Lawn', 'Garage', 'Balcony', 'Backyard', 'Frontyard', 'Fencing', 'Modular Kitchen', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Power Backup Water']", Kathmandu,4.0,13,2057,32000000.0
3122,"A new house for sale in Golfutar, Budhanilkantha ","Golfutar, Kathmandu",Rs. 3.25 Cr ,4.0 aana,15 Feet,West,3.0,6.0,5.0,2057 B.S,"['Balcony', 'Fencing', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Power Backup', 'Internet', 'Parking', 'Store Room']", Kathmandu,4.0,15,2057,32500000.0
3123,Bungalow for sale at Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 4.8 Cr ,3.5 aana,12 Feet,West,2.5,7.0,7.0,2079 B.S,"['Parking', 'Backyard']", Kathmandu,3.5,12,2079,48000000.0
3124,"Bungalow on sale Mahadevtar height, Samakhusi","Samakhusi, Kathmandu",Rs. 2.5 Cr ,3.5 aana,20 Feet,East,3.5,6.0,9.0,2079 B.S,"['Parking', 'Balcony', 'Internet']", Kathmandu,3.5,20,2079,25000000.0
3126,House for sale at Sukedhara,"Sukedhara, Kathmandu",Rs. 4.25 Cr ,4.0 aana,12 Feet,North,2.5,5.0,4.0,2074 B.S,"['Parking', 'Garage', 'Modular Kitchen', 'Microwave', 'Garden', 'Drainage', 'Water Supply', 'Power Backup Water', 'Water Well']", Kathmandu,4.0,12,2074,42500000.0
3127,House for sale at Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 6.75 Cr ,12.0 aana,12 Feet,North,2.5,4.0,4.0,2074 B.S,['Parking'], Kathmandu,12.0,12,2074,67500000.0
3128,House for rent/sale at Hattigauda,"Hattigaunda, Kathmandu",Rs. 5.4 Cr ,4.0 aana,10 Feet,South,3.0,4.0,6.0,2074 B.S,['Parking'], Kathmandu,4.0,10,2074,54000000.0
3129,Bungalow on sale Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 9.5 Cr ,6.0 aana,12 Feet,West,2.5,5.0,7.0,2075 B.S,"['Lawn', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Power Backup Water', 'Water Tank', 'Parking', 'Store Room']", Kathmandu,6.0,12,2075,95000000.0
3130,House for sale at Chappalkarkhana,"Chappal karkhana, Kathmandu",Rs. 3.2 Cr ,3.2 aana,12 Feet,North,2.5,4.0,5.0,2079 B.S,['Parking'], Kathmandu,3.2,12,2079,32000000.0
3131,House for sale at Samakhusi,"Samakhusi, Kathmandu",Rs. 3.2 Cr ,4.0 aana,15 Feet,West,2.5,6.0,5.0,2078 B.S,[], Kathmandu,4.0,15,2078,32000000.0
3132,"House on sale at Thapathali, Kathmandu","Thapathali, Kathmandu",Rs. 6.9 Cr ,10.0 aana,18 Feet,West,2.5,4.0,4.0,2074 B.S,[], Kathmandu,10.0,18,2074,69000000.0
3133,House on sale at Bhaisepati,"Bhaisepati, Lalitpur",Rs. 2.8 Cr ,4.2 aana,16 Feet,North,1.0,2.0,1.0,2077 B.S,"['Lawn', 'Balcony', 'Fencing', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Power Backup Water', 'Water Tank', 'CCTV', 'Internet', 'Parking', 'Store Room']", Lalitpur,4.2,16,2077,28000000.0
3134,"House for sale at Kantipur Colony, Nakhipot","Nakhipot, Lalitpur",Rs. 2.3 Cr ,3.3 aana,16 Feet,North,2.5,4.0,3.0,2078 B.S,[], Lalitpur,3.3,16,2078,23000000.0
3135,"House for sale at Banasthali, Ranibaan","Banasthali, Kathmandu",Rs. 4.5 Cr ,4.5 aana,15 Feet,North,4.0,7.0,5.0,2072 B.S,"['Parking', 'Garage']", Kathmandu,4.5,15,2072,45000000.0
3136,House for sale at Khumaltar,"Satdobato, Lalitpur",Rs. 4.5 Cr ,9.0 aana,20 Feet,North,2.5,6.0,4.0,2071 B.S,"['Parking', 'Garden']", Lalitpur,9.0,20,2071,45000000.0
3137,Bungalow for sale at Sanepa,"Sanepa, Lalitpur",Rs. 12 Cr ,16.0 aana,10 Feet,East,2.5,6.0,6.0,2077 B.S,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Internet', 'Parking']", Lalitpur,16.0,10,2077,120000000.0
3138,House for sale at Sanepa ,"Sanepa, Lalitpur",Rs. 7.5 Cr ,7.0 aana,15 Feet,North,3.0,6.0,4.0,2079 B.S,"['Parking', 'Garage']", Lalitpur,7.0,15,2079,75000000.0
3139,House for sale at Hattiban,"Hattiban, Lalitpur",Rs. 10 Cr ,4.2 aana,18 Feet,West,2.0,4.0,4.0,2079 B.S,"['Parking', 'Garage', 'Backyard', 'Balcony', 'Air Condition', 'Frontyard', 'Fencing', 'Garden', 'Modular Kitchen', 'Water Supply', 'Drainage', 'Power Backup Water', 'Water Well']", Lalitpur,4.2,18,2079,100000000.0
3140,House for sale at Jawalakhel,"Jawalakhel, Lalitpur",Rs. 3.6 Cr ,4 aana,12 Feet,West,2.5,5.0,5.0,2079 B.S,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Power Backup Water', 'Water Tank', 'Water Well', 'Power Backup', 'Internet', 'Parking', 'Store Room']", Lalitpur,4,12,2079,36000000.0
3141,House for sale at Khumaltar,"Hattiban, Lalitpur",Rs. 3 Cr ,3 aana,12 Feet,East,4.0,4.0,4.0,2079 B.S,"['Parking', 'Garage']", Lalitpur,3,12,2079,30000000.0
3142,House for rent at Sanepa,"Sanepa, Lalitpur",Rs. 2.5 Lac/m,10.0 aana,0 Feet,North,3.5,4.0,9.0,2072 B.S,"['Lawn', 'Balcony', 'Fencing', 'Drainage', 'Water Supply', 'Water Tank', 'Store Room']", Lalitpur,10.0,0,2072,2.5
3143,"Bungalow on rent at Sunakothi, Lalitpur","Sunakothi, Lalitpur","Rs. 90,000 /m",8.2 aana,0 Feet,South,2.0,4.0,4.0,2076 B.S,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Internet', 'Parking', 'Store Room']", Lalitpur,8.2,0,2076,90000.0
3144,Bungalow for rent at Sitapaila,"Sitapaila, Kathmandu",Rs. 3 Lac/m,32.0 aana,0 Feet,East,2.5,6.0,6.0,2076 B.S,"['Parking', 'Balcony', 'Water Tank', 'Water Well', 'Drainage', 'Internet', 'Wifi', 'TV Cable']", Kathmandu,32.0,0,2076,3.0
3147,House for rent at Bhaisepati,"Sanepa, Lalitpur",Rs. 3 Lac/m,39.0 aana,0 Feet,East,2.0,4.0,4.0,2076 B.S,"['Parking', 'Garage', 'Balcony', 'Backyard', 'Deck', 'Frontyard', 'Fencing', 'Garden', 'Microwave', 'Modular Kitchen', 'Washing Machine', 'Drainage', 'Water Supply', 'Power Backup Water', 'Water Well', 'Water Tank', 'CCTV', 'Kids Playground', 'Store Room']", Lalitpur,39.0,0,2076,3.0
3149,"House on rent at Thapathali, Kathmandu","Thapathali, Kathmandu",Rs. 1.9 Lac/m,24.0 aana,0 Feet,South East,2.0,10.0,5.0,2076 B.S,['Parking'], Kathmandu,24.0,0,2076,1.9
3151,House for rent at Bhaisepati,"Bhaisepati, Lalitpur",Rs. 3 Lac/m,16.0 aana,0 Feet,South East,2.5,8.0,7.0,2071 B.S,"['Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Power Backup', 'Internet', 'Parking']", Lalitpur,16.0,0,2071,3.0
3152,"House for rent at Sanepa, Lalitpur","Sanepa, Lalitpur",Rs. 1.75 Lac/m,8.0 aana,0 Feet,South,2.5,4.0,5.0,2076 B.S,['Parking'], Lalitpur,8.0,0,2076,1.75
3153,"Commercial building for sale at Samakhusi, Ranibari","Samakhusi, Kathmandu",Rs. 12 Cr ,8.0 aana,20 Feet,East,1.0,1.0,1.0,2076 B.S,['Parking'], Kathmandu,8.0,20,2076,120000000.0
3154,"Commercial building for sale at Boudha, Nayabasti","Bouddha, Kathmandu",Rs. 6 Cr ,7.0 aana,20 Feet,North,1.0,1.0,1.0,2072 B.S,"['Parking', 'Garage', 'Balcony', 'Garden', 'Water Supply', 'Drainage', 'Water Tank', 'Power Backup Water']", Kathmandu,7.0,20,2072,60000000.0
